contact,campaign,pdays,emp.var.rate,nr.employed,has_loan,old_campaign,job,education,default,month,y
1,3,0,1.1,5191.0,1,0,entrepreneur,university.degree,no,may,0
1,4,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,3,0,1.1,5191.0,1,0,entrepreneur,university.degree,no,may,0
1,3,0,1.1,5191.0,1,0,entrepreneur,basic.9y,no,may,0
1,3,0,1.1,5191.0,0,0,self-employed,university.degree,unknown,may,0
1,3,0,1.1,5191.0,0,0,entrepreneur,high.school,no,may,0
1,5,0,1.1,5191.0,1,0,blue-collar,professional.course,unknown,may,0
1,7,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,entrepreneur,university.degree,no,may,0
1,4,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,3,0,1.1,5191.0,0,0,blue-collar,professional.course,no,may,0
1,3,0,1.1,5191.0,0,0,blue-collar,basic.6y,no,may,0
1,3,0,1.1,5191.0,1,0,blue-collar,basic.4y,unknown,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.6y,unknown,may,0
1,3,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,services,professional.course,no,may,0
1,5,0,1.1,5191.0,1,0,management,basic.6y,unknown,may,0
1,3,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,4,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,4,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,3,0,1.1,5191.0,0,0,blue-collar,basic.6y,no,may,0
1,4,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,technician,high.school,no,may,0
1,4,0,1.1,5191.0,0,0,retired,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,housemaid,university.degree,no,may,0
1,5,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,3,0,1.1,5191.0,0,0,technician,basic.9y,no,may,0
1,3,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,4,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,4,0,1.1,5191.0,1,0,technician,professional.course,unknown,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,professional.course,unknown,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,professional.course,unknown,may,0
1,4,0,1.1,5191.0,0,0,blue-collar,basic.4y,unknown,may,0
1,5,0,1.1,5191.0,1,0,technician,university.degree,unknown,may,0
1,5,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.9y,unknown,may,0
1,4,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,management,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,5,0,1.1,5191.0,1,0,technician,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,unemployed,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,unemployed,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,unemployed,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,professional.course,no,may,0
1,3,0,1.1,5191.0,0,0,technician,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.9y,unknown,may,0
1,3,0,1.1,5191.0,1,0,blue-collar,basic.4y,unknown,may,0
1,3,0,1.1,5191.0,0,0,services,high.school,unknown,may,1
1,1,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,self-employed,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,2,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,technician,basic.9y,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,unknown,may,0
1,3,0,1.1,5191.0,0,0,services,basic.6y,no,may,0
1,1,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,0,0,housemaid,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,management,basic.9y,unknown,may,1
1,1,0,1.1,5191.0,0,0,services,high.school,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,management,basic.4y,unknown,may,0
1,3,0,1.1,5191.0,0,0,housemaid,high.school,unknown,may,1
1,3,0,1.1,5191.0,0,0,student,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,unemployed,basic.9y,unknown,may,0
1,1,0,1.1,5191.0,1,0,services,basic.4y,unknown,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,0,0,entrepreneur,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.6y,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,technician,university.degree,unknown,may,0
1,1,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,unknown,may,0
1,1,0,1.1,5191.0,0,0,admin.,university.degree,unknown,may,0
1,1,0,1.1,5191.0,1,0,unemployed,high.school,unknown,may,0
1,1,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,2,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,3,0,1.1,5191.0,0,0,blue-collar,basic.4y,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,professional.course,no,may,1
1,3,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.6y,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,unemployed,professional.course,unknown,may,0
1,1,0,1.1,5191.0,1,0,unemployed,high.school,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,0,0,retired,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,basic.9y,unknown,may,0
1,1,0,1.1,5191.0,0,0,entrepreneur,basic.9y,no,may,0
1,2,0,1.1,5191.0,0,0,unemployed,professional.course,unknown,may,0
1,1,0,1.1,5191.0,0,0,unknown,basic.4y,unknown,may,0
1,1,0,1.1,5191.0,0,0,services,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,services,high.school,unknown,may,0
1,1,0,1.1,5191.0,0,0,retired,university.degree,unknown,may,0
1,1,0,1.1,5191.0,1,0,retired,university.degree,unknown,may,0
1,1,0,1.1,5191.0,0,0,services,high.school,unknown,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,4,0,1.1,5191.0,0,0,unknown,basic.4y,unknown,may,0
1,2,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,3,0,1.1,5191.0,0,0,entrepreneur,basic.9y,no,may,0
1,2,0,1.1,5191.0,0,0,technician,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,management,unknown,unknown,may,0
1,1,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.6y,unknown,may,1
1,3,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.6y,unknown,may,0
1,1,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,high.school,unknown,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,2,0,1.1,5191.0,0,0,entrepreneur,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,0,0,management,basic.9y,no,may,0
1,1,0,1.1,5191.0,0,0,management,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,unknown,unknown,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,2,0,1.1,5191.0,0,0,technician,professional.course,unknown,may,0
1,1,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,retired,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,services,high.school,unknown,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,management,university.degree,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.6y,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,unemployed,high.school,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,high.school,unknown,may,0
1,6,0,1.1,5191.0,0,0,technician,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,services,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,services,basic.9y,unknown,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,professional.course,no,may,0
1,1,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,1
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,unemployed,basic.4y,unknown,may,0
1,1,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,3,0,1.1,5191.0,0,0,admin.,university.degree,unknown,may,0
1,2,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,0,0,unemployed,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,1,0,entrepreneur,high.school,unknown,may,0
1,1,0,1.1,5191.0,0,0,unemployed,basic.4y,unknown,may,0
1,1,0,1.1,5191.0,0,0,unemployed,basic.4y,unknown,may,0
1,3,0,1.1,5191.0,1,0,technician,professional.course,unknown,may,0
1,1,0,1.1,5191.0,0,0,self-employed,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,5,0,1.1,5191.0,0,0,blue-collar,high.school,no,may,0
1,3,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,unknown,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,3,0,1.1,5191.0,1,0,blue-collar,basic.4y,no,may,0
1,2,0,1.1,5191.0,0,0,services,high.school,unknown,may,0
1,2,0,1.1,5191.0,0,0,admin.,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,housemaid,high.school,unknown,may,0
1,1,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.6y,unknown,may,0
1,1,0,1.1,5191.0,1,0,management,basic.4y,no,may,0
1,1,0,1.1,5191.0,1,0,entrepreneur,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,services,high.school,no,may,1
1,1,0,1.1,5191.0,0,0,entrepreneur,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,housemaid,basic.4y,no,may,0
1,1,0,1.1,5191.0,0,0,entrepreneur,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,4,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,3,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.6y,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,technician,professional.course,unknown,may,0
1,3,0,1.1,5191.0,0,0,retired,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,housemaid,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.6y,unknown,may,0
1,1,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,0,0,entrepreneur,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,unknown,may,0
1,1,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.4y,no,may,0
1,3,0,1.1,5191.0,1,0,unemployed,basic.9y,no,may,0
1,4,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,housemaid,basic.4y,unknown,may,0
1,2,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,no,may,1
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,unknown,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,unknown,may,0
1,1,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,0,0,self-employed,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.9y,unknown,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,3,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.4y,no,may,0
1,3,0,1.1,5191.0,1,0,management,unknown,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,unknown,may,1
1,2,0,1.1,5191.0,1,0,blue-collar,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,0,0,admin.,basic.9y,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,4,0,1.1,5191.0,1,0,management,high.school,unknown,may,0
1,3,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,0,0,technician,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.6y,unknown,may,1
1,3,0,1.1,5191.0,1,0,technician,university.degree,no,may,0
1,4,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,technician,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,self-employed,university.degree,no,may,0
1,5,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,3,0,1.1,5191.0,0,0,management,university.degree,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.4y,unknown,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,unemployed,basic.9y,no,may,0
1,2,0,1.1,5191.0,0,0,management,basic.4y,no,may,0
1,3,0,1.1,5191.0,0,0,technician,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,3,0,1.1,5191.0,1,0,blue-collar,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,0,0,management,unknown,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.6y,unknown,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,3,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,4,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,technician,high.school,no,may,0
1,5,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.4y,unknown,may,0
1,2,0,1.1,5191.0,0,0,entrepreneur,university.degree,no,may,0
1,3,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,1,0,1.1,5191.0,1,0,housemaid,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,unknown,may,0
1,1,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,1,0,1.1,5191.0,1,0,entrepreneur,unknown,unknown,may,0
1,9,0,1.1,5191.0,0,0,management,basic.4y,unknown,may,0
1,3,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,services,basic.9y,unknown,may,0
1,7,0,1.1,5191.0,1,0,blue-collar,basic.4y,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,1,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.4y,unknown,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,housemaid,high.school,unknown,may,0
1,4,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,self-employed,university.degree,unknown,may,0
1,4,0,1.1,5191.0,0,0,entrepreneur,university.degree,unknown,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.6y,unknown,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.9y,unknown,may,0
1,3,0,1.1,5191.0,0,0,technician,professional.course,unknown,may,0
1,2,0,1.1,5191.0,1,0,technician,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,3,0,1.1,5191.0,0,0,blue-collar,high.school,unknown,may,0
1,5,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,management,university.degree,no,may,0
1,2,0,1.1,5191.0,0,0,management,university.degree,no,may,0
1,4,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,university.degree,no,may,0
1,4,0,1.1,5191.0,1,0,self-employed,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,1,0,services,high.school,unknown,may,0
1,2,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,unknown,may,0
1,1,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,retired,basic.4y,unknown,may,0
1,3,0,1.1,5191.0,0,0,admin.,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,1,0,technician,professional.course,no,may,0
1,3,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,unknown,may,0
1,4,0,1.1,5191.0,0,0,admin.,basic.9y,no,may,0
1,7,0,1.1,5191.0,1,0,self-employed,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,1,0,management,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,housemaid,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,technician,basic.9y,unknown,may,0
1,4,0,1.1,5191.0,0,0,blue-collar,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,entrepreneur,high.school,unknown,may,0
1,2,0,1.1,5191.0,0,0,admin.,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,1,0,services,professional.course,unknown,may,0
1,2,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,3,0,1.1,5191.0,1,0,housemaid,basic.9y,unknown,may,0
1,2,0,1.1,5191.0,0,0,admin.,high.school,no,may,0
1,2,0,1.1,5191.0,1,0,services,basic.9y,no,may,0
1,3,0,1.1,5191.0,1,0,housemaid,university.degree,no,may,0
1,3,0,1.1,5191.0,1,0,services,high.school,unknown,may,0
1,2,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,5,0,1.1,5191.0,1,0,blue-collar,basic.6y,unknown,may,0
1,1,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,3,0,1.1,5191.0,0,0,services,basic.9y,no,may,0
1,3,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,2,0,1.1,5191.0,1,0,admin.,university.degree,no,may,0
1,2,0,1.1,5191.0,1,0,blue-collar,basic.4y,no,may,0
1,3,0,1.1,5191.0,0,0,blue-collar,high.school,no,may,0
1,4,0,1.1,5191.0,0,0,retired,basic.4y,unknown,may,0
1,2,0,1.1,5191.0,0,0,technician,professional.course,no,may,0
1,4,0,1.1,5191.0,0,0,blue-collar,basic.6y,unknown,may,0
1,2,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,3,0,1.1,5191.0,1,0,admin.,high.school,no,may,0
1,3,0,1.1,5191.0,1,0,admin.,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,services,high.school,unknown,may,0
1,3,0,1.1,5191.0,0,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,0,0,self-employed,professional.course,no,may,0
1,3,0,1.1,5191.0,0,0,entrepreneur,basic.4y,unknown,may,0
1,6,0,1.1,5191.0,1,0,blue-collar,basic.9y,no,may,0
1,2,0,1.1,5191.0,1,0,management,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,services,high.school,unknown,may,0
1,2,0,1.1,5191.0,1,0,technician,university.degree,no,may,0
1,7,0,1.1,5191.0,0,0,blue-collar,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,blue-collar,basic.4y,no,may,0
1,4,0,1.1,5191.0,0,0,services,high.school,no,may,0
1,2,0,1.1,5191.0,0,0,admin.,university.degree,unknown,may,0
1,3,0,1.1,5191.0,1,0,housemaid,basic.4y,no,may,0
1,3,0,1.1,5191.0,0,0,entrepreneur,unknown,no,may,0
1,3,0,1.1,5191.0,1,0,blue-collar,basic.6y,unknown,may,0
1,1,0,1.1,5191.0,0,0,student,high.school,no,may,0
1,5,0,1.1,5191.0,1,0,services,high.school,no,may,0
1,4,0,1.1,5191.0,0,0,blue-collar,unknown,no,may,0
1,2,0,1.1,5191.0,0,0,entrepreneur,university.degree,no,may,0
